,configuration_specification,evaluation,flow_id,strategy_name,task_id
0,8,0.8381250000000001,8662,greedy__1,9954
0,8,0.7759569377990432,8662,greedy__1,37
0,8,0.7256250000000001,8662,greedy__1,9955
0,8,0.8202941176470588,8662,greedy__1,53
0,8,0.8549253144654088,8662,greedy__1,9956
0,8,0.9745328673208764,8662,greedy__1,21
0,8,0.8295355587808417,8662,greedy__1,3913
0,8,1.0,8662,greedy__1,24
0,8,0.8710781671159029,8662,greedy__1,9957
0,8,0.9347327044025159,8662,greedy__1,9964
0,8,0.698820326678766,8662,greedy__1,9950
0,8,0.9387097991134585,8662,greedy__1,43
0,8,0.9366000000000001,8662,greedy__1,6
0,8,0.9912382445141066,8662,greedy__1,3
0,8,0.9342497868712704,8662,greedy__1,41
0,8,0.9167690732206861,8662,greedy__1,11
0,8,0.9833004385964914,8662,greedy__1,49
0,8,0.8335000000000001,8662,greedy__1,14
0,8,0.7799777503936468,8662,greedy__1,9952
0,8,0.9634370677731674,8662,greedy__1,3485
0,8,1.0,8662,greedy__1,3492
0,8,1.0,8662,greedy__1,9967
0,8,0.8953800000000001,8662,greedy__1,3946
0,8,0.9008478677286016,8662,greedy__1,9960
0,8,0.9636363636363635,8662,greedy__1,36
0,8,0.7154371584699455,8662,greedy__1,3493
0,8,0.741,8662,greedy__1,31
0,8,0.985,8662,greedy__1,3512
0,8,1.0,8662,greedy__1,3567
0,8,0.6520918178452426,8662,greedy__1,2079
0,8,0.975822596375956,8662,greedy__1,9914
0,8,0.9891558441558441,8662,greedy__1,3494
0,8,0.2296993670886076,8662,greedy__1,3560
0,8,0.9919414041386766,8662,greedy__1,3889
0,8,0.9194800000000001,8662,greedy__1,3948
0,8,0.8623999999999998,8662,greedy__1,58
0,8,0.514625850340136,8662,greedy__1,23
0,8,0.7350526777875329,8662,greedy__1,3561
0,8,0.9713647144681626,8662,greedy__1,3021
0,8,0.9680650735657155,8662,greedy__1,3481
0,8,0.844927536231884,8662,greedy__1,29
0,8,0.8939346811819595,8662,greedy__1,2074
0,8,0.9555555555555555,8662,greedy__1,3022
0,8,0.9260188087774294,8662,greedy__1,45
0,8,0.8969990200881922,8662,greedy__1,3903
0,8,0.854742992878041,8662,greedy__1,3899
0,8,0.9323751023751023,8662,greedy__1,3918
0,8,0.9585000000000001,8662,greedy__1,16
0,8,0.8118513848376816,8662,greedy__1,3904
0,8,0.9670716970187673,8662,greedy__1,3510
0,8,0.9919943750517,8662,greedy__1,32
0,8,0.9725142857142858,8662,greedy__1,3573
0,8,0.8578338590956888,8662,greedy__1,3954
0,8,0.8215,8662,greedy__1,22
0,8,0.9964425770308123,8662,greedy__1,3549
0,8,0.9745000000000001,8662,greedy__1,20
0,8,0.8426100810011901,8662,greedy__1,3896
0,8,0.9832740213523132,8662,greedy__1,28
0,8,0.8513983579746119,8662,greedy__1,7592
0,8,0.9880000000000001,8662,greedy__1,3543
0,8,0.9799999999999999,8662,greedy__1,12
0,8,0.9149504015115731,8662,greedy__1,3902
0,8,0.7820003338772636,8662,greedy__1,219
0,8,0.8549018280297901,8662,greedy__1,3917
0,8,0.9613664596273294,8662,greedy__1,15
0,8,0.9666666666666666,8662,greedy__1,9946
0,8,0.7508753810531226,8662,greedy__1,3891
0,8,0.7475,8662,greedy__1,18
0,8,1.0,8662,greedy__1,9968
0,8,0.8406250000000002,8662,greedy__8,9954
0,8,0.7733595352016406,8662,greedy__8,37
0,8,0.7249999999999999,8662,greedy__8,9955
0,8,0.8611753144654088,8662,greedy__8,9956
0,8,1.0,8662,greedy__8,21
0,8,0.8333817126269956,8662,greedy__8,3913
0,8,1.0,8662,greedy__8,24
0,8,0.8654357592093442,8662,greedy__8,9957
0,8,0.9610966981132074,8662,greedy__8,9964
0,8,0.7705384150030249,8662,greedy__8,9950
0,8,0.9387097991134585,8662,greedy__8,43
0,8,0.9715,8662,greedy__8,6
0,8,0.9912382445141066,8662,greedy__8,3
0,8,0.9269181585677749,8662,greedy__8,41
0,8,0.9983870967741936,8662,greedy__8,11
0,8,0.9916666666666668,8662,greedy__8,49
0,8,0.837,8662,greedy__8,14
0,8,0.9024844252755528,8662,greedy__8,9952
0,8,0.9833834716459199,8662,greedy__8,3485
0,8,1.0,8662,greedy__8,3492
0,8,1.0,8662,greedy__8,9967
0,8,0.9197204019222367,8662,greedy__8,9960
0,8,0.9627705627705627,8662,greedy__8,36
0,8,1.0,8662,greedy__8,3493
0,8,0.7650000000000001,8662,greedy__8,31
0,8,0.9933333333333332,8662,greedy__8,3512
0,8,1.0,8662,greedy__8,3567
0,8,0.9876024502506716,8662,greedy__8,9914
0,8,0.9891558441558441,8662,greedy__8,3494
0,8,0.19950949367088605,8662,greedy__8,3560
0,8,0.9943732144235968,8662,greedy__8,3889
0,8,0.8657999999999999,8662,greedy__8,58
0,8,0.5227937120794264,8662,greedy__8,23
0,8,0.735052677787533,8662,greedy__8,3561
0,8,0.9735795398439814,8662,greedy__8,3481
0,8,0.8492753623188406,8662,greedy__8,29
0,8,0.8934681181959565,8662,greedy__8,2074
0,8,0.9939393939393938,8662,greedy__8,3022
0,8,0.9642633228840125,8662,greedy__8,45
0,8,0.8976318797974849,8662,greedy__8,3903
0,8,0.8979081470078254,8662,greedy__8,3899
0,8,0.9305733005733006,8662,greedy__8,3918
0,8,0.976,8662,greedy__8,16
0,8,0.9957835353449906,8662,greedy__8,3510
0,8,0.9960884274960708,8662,greedy__8,32
0,8,0.8765509989484753,8662,greedy__8,3954
0,8,0.8365,8662,greedy__8,22
0,8,0.9964425770308123,8662,greedy__8,3549
0,8,0.9730000000000001,8662,greedy__8,20
0,8,0.8406387961150141,8662,greedy__8,3896
0,8,0.9873665480427046,8662,greedy__8,28
0,8,0.8514188288036804,8662,greedy__8,7592
0,8,0.9880000000000001,8662,greedy__8,3543
0,8,0.9810000000000001,8662,greedy__8,12
0,8,0.9156495040151157,8662,greedy__8,3902
0,8,0.8553757616790791,8662,greedy__8,3917
0,8,0.9656521739130437,8662,greedy__8,15
0,8,0.9771929824561404,8662,greedy__8,9946
0,8,0.9247380520064634,8662,greedy__8,3891
0,8,0.7485,8662,greedy__8,18
0,8,1.0,8662,greedy__8,9968
0,8,0.840625,8665,random_search__64,9954
0,8,0.7681476418318524,8665,random_search__64,37
0,8,0.72625,8665,random_search__64,9955
0,8,0.871191037735849,8665,random_search__64,9956
0,8,0.999421965317919,8665,random_search__64,21
0,8,0.8238026124818578,8665,random_search__64,3913
0,8,1.0,8665,random_search__64,24
0,8,0.955440251572327,8665,random_search__64,9964
0,8,0.7933151845130065,8665,random_search__64,9950
0,8,0.9760500000000001,8665,random_search__64,6
0,8,0.9940566222570533,8665,random_search__64,3
0,8,1.0,8665,random_search__64,11
0,8,1.0,8665,random_search__64,49
0,8,0.843,8665,random_search__64,14
0,8,0.987124827109267,8665,random_search__64,3485
0,8,1.0,8665,random_search__64,3492
0,8,0.9994845360824742,8665,random_search__64,9967
0,8,0.9688311688311689,8665,random_search__64,36
0,8,1.0,8665,random_search__64,3493
0,8,0.744,8665,random_search__64,31
0,8,0.9916666666666666,8665,random_search__64,3512
0,8,1.0,8665,random_search__64,3567
0,8,0.9947899293490851,8665,random_search__64,3889
0,8,0.865,8665,random_search__64,58
0,8,0.7172080772607551,8665,random_search__64,3561
0,8,0.9743490997663014,8665,random_search__64,3481
0,8,0.8478260869565217,8665,random_search__64,29
0,8,0.9208398133748055,8665,random_search__64,2074
0,8,0.9939393939393938,8665,random_search__64,3022
0,8,0.9789999999999999,8665,random_search__64,16
0,8,0.9969883546220991,8665,random_search__64,3510
0,8,0.9962703283977168,8665,random_search__64,32
0,8,0.9964425770308123,8665,random_search__64,3549
0,8,0.9720000000000002,8665,random_search__64,20
0,8,0.990391459074733,8665,random_search__64,28
0,8,0.982,8665,random_search__64,12
0,8,0.9642443064182193,8665,random_search__64,15
0,8,0.9754385964912281,8665,random_search__64,9946
0,8,0.9287751328480285,8665,random_search__64,3891
0,8,0.8406250000000002,8665,random_search__32,9954
0,8,0.7694463431305537,8665,random_search__32,37
0,8,0.7275,8665,random_search__32,9955
0,8,0.8661753144654089,8665,random_search__32,9956
0,8,0.999421965317919,8665,random_search__32,21
0,8,0.8276124818577648,8665,random_search__32,3913
0,8,1.0,8665,random_search__32,24
0,8,0.9579559748427672,8665,random_search__32,9964
0,8,0.7758015728977616,8665,random_search__32,9950
0,8,0.9717500000000001,8665,random_search__32,6
0,8,0.9943710815047023,8665,random_search__32,3
0,8,0.9887864823348697,8665,random_search__32,11
0,8,1.0,8665,random_search__32,49
0,8,0.8419999999999999,8665,random_search__32,14
0,8,0.982966804979253,8665,random_search__32,3485
0,8,1.0,8665,random_search__32,3492
0,8,0.9994845360824742,8665,random_search__32,9967
0,8,0.9649350649350648,8665,random_search__32,36
0,8,1.0,8665,random_search__32,3493
0,8,0.75,8665,random_search__32,31
0,8,0.9933333333333332,8665,random_search__32,3512
0,8,1.0,8665,random_search__32,3567
0,8,0.9891558441558441,8665,random_search__32,3494
0,8,0.23093354430379748,8665,random_search__32,3560
0,8,0.9947899293490851,8665,random_search__32,3889
0,8,0.8624,8665,random_search__32,58
0,8,0.7305970149253731,8665,random_search__32,3561
0,8,0.9753760574042989,8665,random_search__32,3481
0,8,0.8507246376811594,8665,random_search__32,29
0,8,0.9206842923794711,8665,random_search__32,2074
0,8,0.9939393939393938,8665,random_search__32,3022
0,8,0.8931528662420384,8665,random_search__32,3903
0,8,0.9323669123669124,8665,random_search__32,3918
0,8,0.9780000000000001,8665,random_search__32,16
0,8,0.9953816268081352,8665,random_search__32,3510
0,8,0.996361320208454,8665,random_search__32,32
0,8,0.9964425770308123,8665,random_search__32,3549
0,8,0.9725000000000001,8665,random_search__32,20
0,8,0.990391459074733,8665,random_search__32,28
0,8,0.9880000000000001,8665,random_search__32,3543
0,8,0.982,8665,random_search__32,12
0,8,0.909466225791214,8665,random_search__32,3902
0,8,0.9656521739130437,8665,random_search__32,15
0,8,0.9631578947368421,8665,random_search__32,9946
0,8,0.9241641818393829,8665,random_search__32,3891
0,8,0.8381250000000001,8662,greedy__4,9954
0,8,0.7733595352016406,8662,greedy__4,37
0,8,0.7249999999999999,8662,greedy__4,9955
0,8,0.8073109243697478,8662,greedy__4,53
0,8,0.8611753144654088,8662,greedy__4,9956
0,8,0.9988439306358382,8662,greedy__4,21
0,8,0.837155297532656,8662,greedy__4,3913
0,8,1.0,8662,greedy__4,24
0,8,0.851266846361186,8662,greedy__4,9957
0,8,0.9610966981132074,8662,greedy__4,9964
0,8,0.698820326678766,8662,greedy__4,9950
0,8,0.9387097991134585,8662,greedy__4,43
0,8,0.9715,8662,greedy__4,6
0,8,0.9912382445141066,8662,greedy__4,3
0,8,0.9225063938618927,8662,greedy__4,41
0,8,0.9983870967741936,8662,greedy__4,11
0,8,0.9916666666666668,8662,greedy__4,49
0,8,0.8234999999999999,8662,greedy__4,14
0,8,0.853253234750462,8662,greedy__4,9952
0,8,0.9833834716459199,8662,greedy__4,3485
0,8,1.0,8662,greedy__4,3492
0,8,1.0,8662,greedy__4,9967
0,8,0.9197204019222367,8662,greedy__4,9960
0,8,0.9649350649350648,8662,greedy__4,36
0,8,0.6839071038251366,8662,greedy__4,3493
0,8,0.7650000000000001,8662,greedy__4,31
0,8,0.9933333333333332,8662,greedy__4,3512
0,8,1.0,8662,greedy__4,3567
0,8,0.6522028878193262,8662,greedy__4,2079
0,8,0.9876024502506716,8662,greedy__4,9914
0,8,0.9891558441558441,8662,greedy__4,3494
0,8,0.20454113924050638,8662,greedy__4,3560
0,8,0.9943732144235968,8662,greedy__4,3889
0,8,0.8657999999999999,8662,greedy__4,58
0,8,0.514625850340136,8662,greedy__4,23
0,8,0.7350526777875329,8662,greedy__4,3561
0,8,0.9721625756108514,8662,greedy__4,3021
0,8,0.9710152727033343,8662,greedy__4,3481
0,8,0.8492753623188406,8662,greedy__4,29
0,8,0.8934681181959565,8662,greedy__4,2074
0,8,0.9939393939393938,8662,greedy__4,3022
0,8,0.9642633228840125,8662,greedy__4,45
0,8,0.8976318797974849,8662,greedy__4,3903
0,8,0.8899967307684349,8662,greedy__4,3899
0,8,0.9314742014742015,8662,greedy__4,3918
0,8,0.9765,8662,greedy__4,16
0,8,0.8129531444120348,8662,greedy__4,3904
0,8,0.9957835353449906,8662,greedy__4,3510
0,8,0.9960884274960708,8662,greedy__4,32
0,8,0.9725142857142858,8662,greedy__4,3573
0,8,0.8589905362776026,8662,greedy__4,3954
0,8,0.8365,8662,greedy__4,22
0,8,0.9964425770308123,8662,greedy__4,3549
0,8,0.9745000000000001,8662,greedy__4,20
0,8,0.8426100810011901,8662,greedy__4,3896
0,8,0.9832740213523132,8662,greedy__4,28
0,8,0.8513983579746119,8662,greedy__4,7592
0,8,0.9880000000000001,8662,greedy__4,3543
0,8,0.9810000000000001,8662,greedy__4,12
0,8,0.9149504015115731,8662,greedy__4,3902
0,8,0.8549018280297901,8662,greedy__4,3917
0,8,0.9656521739130437,8662,greedy__4,15
0,8,0.9771929824561404,8662,greedy__4,9946
0,8,0.9247380520064634,8662,greedy__4,3891
0,8,0.7475,8662,greedy__4,18
0,8,1.0,8662,greedy__4,9968
0,8,0.84375,8662,greedy__32,9954
0,8,0.7707792207792208,8662,greedy__32,37
0,8,0.725625,8662,greedy__32,9955
0,8,0.8649449685534591,8662,greedy__32,9956
0,8,0.999421965317919,8662,greedy__32,21
0,8,0.8161103047895499,8662,greedy__32,3913
0,8,1.0,8662,greedy__32,24
0,8,0.8692183288409703,8662,greedy__32,9957
0,8,0.9617216981132074,8662,greedy__32,9964
0,8,0.7705384150030248,8662,greedy__32,9950
0,8,0.9715,8662,greedy__32,6
0,8,0.9937431426332288,8662,greedy__32,3
0,8,0.9283461210571187,8662,greedy__32,41
0,8,1.0,8662,greedy__32,11
0,8,0.9979166666666668,8662,greedy__32,49
0,8,0.8375,8662,greedy__32,14
0,8,0.9891995159059475,8662,greedy__32,3485
0,8,1.0,8662,greedy__32,3492
0,8,1.0,8662,greedy__32,9967
0,8,0.969264069264069,8662,greedy__32,36
0,8,1.0,8662,greedy__32,3493
0,8,0.7590000000000001,8662,greedy__32,31
0,8,0.9933333333333332,8662,greedy__32,3512
0,8,1.0,8662,greedy__32,3567
0,8,0.9886350803346853,8662,greedy__32,9914
0,8,0.2095727848101266,8662,greedy__32,3560
0,8,0.9942344220523512,8662,greedy__32,3889
0,8,0.8644000000000001,8662,greedy__32,58
0,8,0.741044776119403,8662,greedy__32,3561
0,8,0.9735795398439814,8662,greedy__32,3481
0,8,0.8536231884057971,8662,greedy__32,29
0,8,0.9141524105754278,8662,greedy__32,2074
0,8,0.9939393939393938,8662,greedy__32,3022
0,8,0.9689655172413794,8662,greedy__32,45
0,8,0.8963620774130329,8662,greedy__32,3903
0,8,0.9287714987714988,8662,greedy__32,3918
0,8,0.9765,8662,greedy__32,16
0,8,0.9952816280165798,8662,greedy__32,3510
0,8,0.9960884274960708,8662,greedy__32,32
0,8,0.9952521008403362,8662,greedy__32,3549
0,8,0.9735000000000001,8662,greedy__32,20
0,8,0.9902135231316725,8662,greedy__32,28
0,8,0.9880000000000001,8662,greedy__32,3543
0,8,0.9795,8662,greedy__32,12
0,8,0.9149645725082663,8662,greedy__32,3902
0,8,0.8549018280297901,8662,greedy__32,3917
0,8,0.9642236024844723,8662,greedy__32,15
0,8,0.9771929824561403,8662,greedy__32,9946
0,8,0.9232971298162618,8662,greedy__32,3891
0,8,0.7505,8662,greedy__32,18
0,8,0.20625,8665,random_search__2,9954
0,8,0.6915071770334928,8665,random_search__2,37
0,8,0.6643749999999999,8665,random_search__2,9955
0,8,0.7363305322128852,8665,random_search__2,53
0,8,0.19075471698113208,8665,random_search__2,9956
0,8,0.7002352466729399,8665,random_search__2,21
0,8,0.8408563134978231,8665,random_search__2,3913
0,8,0.7774463914589885,8665,random_search__2,24
0,8,0.8171338724168912,8665,random_search__2,9957
0,8,0.15830188679245283,8665,random_search__2,9964
0,8,0.10508166969147004,8665,random_search__2,9950
0,8,0.8354668490049987,8665,random_search__2,43
0,8,0.9719,8665,random_search__2,6
0,8,0.5957405956112855,8665,random_search__2,3
0,8,0.24428815004262572,8665,random_search__2,41
0,8,0.9486943164362518,8665,random_search__2,11
0,8,0.6534429824561403,8665,random_search__2,49
0,8,0.7025,8665,random_search__2,14
0,8,0.8217686721991699,8665,random_search__2,3485
0,8,0.9982142857142857,8665,random_search__2,3492
0,8,0.9325138778747026,8665,random_search__2,9967
0,8,0.958008658008658,8665,random_search__2,36
0,8,0.8601366120218579,8665,random_search__2,3493
0,8,0.7010000000000001,8665,random_search__2,31
0,8,0.8016666666666665,8665,random_search__2,3512
0,8,0.3,8665,random_search__2,3567
0,8,0.4497778600518327,8665,random_search__2,2079
0,8,0.9871892271101756,8665,random_search__2,9914
0,8,0.9496103896103897,8665,random_search__2,3494
0,8,0.19063291139240507,8665,random_search__2,3560
0,8,0.9384509400818469,8665,random_search__2,3889
0,8,0.33840000000000003,8665,random_search__2,58
0,8,0.491556352270638,8665,random_search__2,23
0,8,0.666681299385426,8665,random_search__2,3561
0,8,0.9655319776009431,8665,random_search__2,3021
0,8,0.7517023797768342,8665,random_search__2,3481
0,8,0.6623188405797101,8665,random_search__2,29
0,8,0.9150855365474341,8665,random_search__2,2074
0,8,0.9909090909090909,8665,random_search__2,3022
0,8,0.6081504702194358,8665,random_search__2,45
0,8,0.8944267515923567,8665,random_search__2,3903
0,8,0.9305733005733006,8665,random_search__2,3918
0,8,0.8720000000000001,8665,random_search__2,16
0,8,0.9968876509045208,8665,random_search__2,3510
0,8,0.9936318140458269,8665,random_search__2,32
0,8,0.6575000000000001,8665,random_search__2,22
0,8,0.37693277310924367,8665,random_search__2,3549
0,8,0.9205000000000002,8665,random_search__2,20
0,8,0.496085409252669,8665,random_search__2,28
0,8,0.982,8665,random_search__2,3543
0,8,0.7495,8665,random_search__2,12
0,8,0.877926310817194,8665,random_search__2,3902
0,8,0.8402630072367993,8665,random_search__2,219
0,8,0.842581809975175,8665,random_search__2,3917
0,8,0.9585093167701864,8665,random_search__2,15
0,8,0.8296679197994988,8665,random_search__2,9946
0,8,0.679064150189069,8665,random_search__2,3891
